source_dataset,source_group,split
anime256,127112,train
anime256,127117,train
anime256,127118,test
anime256,127122,train
anime256,127125,train
anime256,127128,train
anime256,127131,train
anime256,127133,train
anime256,127137,train
anime256,127139,train
anime256,127171,train
anime256,127176,train
anime256,127177,train
anime256,127192,train
anime256,127195,train
anime256,127196,train
anime256,127204,train
anime256,127219,train
anime256,127241,train
anime256,127245,validation
anime256,127255,train
anime256,127258,train
anime256,127262,train
anime256,127266,train
anime256,127272,train
anime256,127287,train
anime256,127295,train
anime256,127331,train
anime256,127341,train
anime256,129776,train
anime256,129779,train
anime256,129784,train
anime256,129789,train
anime256,129796,train
anime256,129807,validation
anime256,129825,train
anime256,129840,train
anime256,129841,train
anime256,129847,train
anime256,129863,test
anime256,129878,train
anime256,129886,train
anime256,129898,test
anime256,129904,train
anime256,129910,test
anime256,129927,validation
anime256,129935,train
anime256,129939,validation
anime256,129943,validation
anime256,129951,validation
anime256,129964,validation
anime256,129966,train
anime256,129967,train
anime256,129982,test
anime256,129984,train
anime256,129985,train
anime256,130005,train
anime256,130019,train
anime256,130026,train
anime256,130030,train
anime256,130031,validation
anime256,130050,train
anime256,130059,train
anime256,130060,train
anime256,130061,train
anime256,130065,train
anime256,130073,train
anime256,130078,validation
anime256,130083,train
anime256,130084,test
anime256,130086,train
anime256,130094,train
anime256,130095,train
anime256,130114,test
anime256,130117,train
anime256,130126,test
anime256,130138,train
anime256,130149,train
anime256,130150,train
anime256,130156,validation
anime256,130159,train
anime256,130164,train
anime256,130165,train
anime256,130168,test
anime256,130169,train
anime256,130170,train
anime256,130172,validation
anime256,130180,test
anime256,130182,train
anime256,130186,train
anime256,130187,train
anime256,130188,train
anime256,130201,train
anime256,130203,train
anime256,130224,train
anime256,130226,train
anime256,130230,train
anime256,130244,train
anime256,130245,train
anime256,130246,train
anime256,130248,train
anime256,130252,train
anime256,130253,train
anime256,130254,train
anime256,130255,train
anime256,130259,train
anime256,130261,test
anime256,130264,train
anime256,130266,test
anime256,130270,train
anime256,130272,train
anime256,130273,train
anime256,130286,train
anime256,130301,train
anime256,130321,train
anime256,130324,train
anime256,130337,test
anime256,130348,train
anime256,130352,train
anime256,130357,train
anime256,130379,test
anime256,130391,train
anime256,130392,train
anime256,130410,train
anime256,130419,train
anime256,130422,train
anime256,130425,test
anime256,130426,train
anime256,130431,train
anime256,130434,validation
anime256,130435,train
anime256,130438,train
anime256,130446,train
anime256,130449,train
anime256,130456,train
anime256,130471,train
anime256,130474,train
anime256,130477,train
anime256,130488,train
anime256,130495,train
anime256,130496,train
anime256,130498,test
anime256,130499,train
anime256,130504,test
anime256,130505,train
anime256,130506,train
anime256,130550,train
anime256,130554,train
anime256,130558,train
anime256,130559,train
anime256,130564,test
anime256,130568,train
anime256,130570,train
anime256,130601,train
anime256,130603,train
anime256,130610,test
anime256,130612,train
anime256,130627,train
anime256,130628,train
anime256,130629,test
anime256,130630,train
anime256,130634,train
anime256,130635,train
anime256,130645,validation
anime256,130650,train
anime256,130684,train
anime256,130714,train
anime256,130717,train
anime256,130718,train
anime256,130724,train
anime256,130730,train
anime256,130742,train
anime256,130744,train
anime256,130745,test
anime256,130747,train
anime256,130748,train
anime256,130750,validation
anime256,130751,train
anime256,130757,test
anime256,130767,train
anime256,130768,train
anime256,130774,train
anime256,130776,test
anime256,130781,train
anime256,133193,train
anime256,133195,train
anime256,133213,train
anime256,133219,train
anime256,133221,train
anime256,133227,test
anime256,133235,train
anime256,133241,train
anime256,133261,train
anime256,133268,train
anime256,133272,train
anime256,133273,train
anime256,133278,test
anime256,133284,train
anime256,133296,train
anime256,133297,train
anime256,133334,train
anime256,133350,train
anime256,133351,train
anime256,133354,train
anime256,133387,train
anime256,133404,train
anime256,133418,train
anime256,133431,train
anime256,133465,test
anime256,133469,train
anime256,133473,train
anime256,133475,train
anime256,133487,test
anime256,133507,train
anime256,133508,train
anime256,133522,train
anime256,133523,train
anime256,133577,train
anime256,133586,train
anime256,133587,validation
anime256,133588,train
anime256,133593,train
anime256,133600,train
anime256,133603,train
anime256,133604,train
anime256,133621,test
anime256,133625,test
anime256,133634,test
anime256,133636,train
anime256,133651,train
anime256,133672,train
anime256,133675,train
anime256,133676,test
anime256,133680,train
anime256,133687,train
anime256,133688,train
anime256,133698,train
anime256,133709,train
anime256,133730,train
anime256,133741,test
anime256,133748,train
anime256,133749,train
anime256,133751,train
anime256,133758,train
anime256,133762,train
anime256,133763,train
anime256,133764,train
anime256,133770,train
anime256,133772,train
anime256,133773,test
anime256,133791,train
anime256,133792,train
anime256,133793,train
anime256,133798,test
anime256,133814,train
anime256,133818,train
anime256,133820,train
anime256,133834,train
anime256,133837,train
anime256,133838,train
anime256,133839,train
anime256,133846,train
anime256,133875,train
anime256,133906,train
anime256,133915,train
anime256,133916,train
anime256,133922,train
anime256,133923,train
anime256,133924,train
anime256,133926,test
anime256,133935,test
anime256,133950,train
anime256,133983,train
anime256,133993,test
anime256,133995,train
anime256,133996,test
anime256,133998,train
anime256,134,train
anime256,134010,train
anime256,134016,validation
anime256,134027,train
anime256,134037,validation
anime256,134042,train
anime256,134049,train
anime256,134050,train
anime256,134072,train
anime256,134078,train
anime256,134081,test
anime256,134088,test
anime256,134093,train
anime256,134103,train
anime256,134106,train
anime256,134112,train
anime256,134113,test
anime256,134115,train
anime256,134116,train
anime256,134118,train
anime256,134123,train
anime256,134127,validation
anime256,134156,train
anime256,134168,train
anime256,134173,train
anime256,134179,train
anime256,134180,train
anime256,13661,test
anime256,136615,train
anime256,136625,test
anime256,136629,train
anime256,136650,train
anime256,136660,train
anime256,136665,train
anime256,136668,test
anime256,136669,test
anime256,136683,validation
anime256,136706,train
anime256,136709,train
anime256,136712,train
anime256,136713,test
anime256,136716,test
anime256,136717,train
anime256,136726,train
anime256,13673,test
anime256,136734,train
anime256,13674,test
anime256,136748,train
anime256,136769,train
anime256,136771,train
anime256,136781,train
anime256,136784,train
anime256,13679,train
anime256,136793,train
anime256,136794,validation
anime256,136818,train
anime256,136830,test
anime256,136835,train
anime256,136836,train
anime256,136842,train
anime256,136844,train
anime256,136857,train
anime256,136876,train
anime256,136882,train
anime256,136886,train
anime256,136900,train
anime256,136901,train
anime256,136902,validation
anime256,136909,train
anime256,136917,test
anime256,136918,train
anime256,136922,validation
anime256,136924,train
anime256,136931,validation
anime256,136939,train
anime256,13694,train
anime256,136943,validation
anime256,136950,train
anime256,136952,train
anime256,136954,validation
anime256,136959,train
anime256,136962,train
anime256,136963,train
anime256,136964,train
anime256,136967,train
anime256,136971,train
anime256,136974,train
anime256,136977,train
anime256,136986,test
anime256,136987,validation
anime256,136993,train
anime256,137001,train
anime256,137004,train
anime256,137037,train
anime256,137038,train
anime256,137061,train
anime256,137067,test
anime256,137073,train
anime256,137076,validation
anime256,137077,train
anime256,137078,train
anime256,137085,train
anime256,137129,train
anime256,137134,train
anime256,137138,train
anime256,137139,train
anime256,137145,train
anime256,137156,train
anime256,13717,validation
anime256,137171,train
anime256,137175,test
anime256,137176,train
anime256,13718,train
anime256,137180,train
anime256,137182,train
anime256,137185,validation
anime256,137193,train
anime256,137199,test
anime256,137204,train
anime256,13721,train
anime256,137216,test
anime256,137251,train
anime256,137257,train
anime256,137261,train
anime256,137264,test
anime256,137282,train
anime256,137283,train
anime256,137284,test
anime256,137285,train
anime256,13730,train
anime256,137304,train
anime256,137305,train
anime256,13731,validation
anime256,13732,train
anime256,137321,validation
anime256,137328,test
anime256,137331,train
anime256,137337,train
anime256,137339,train
anime256,137344,train
anime256,137356,train
anime256,137362,train
anime256,137363,train
anime256,137365,test
anime256,137367,train
anime256,137372,train
anime256,137374,train
anime256,137379,train
anime256,13741,train
anime256,137428,train
anime256,137429,train
anime256,137434,train
anime256,137435,train
anime256,137439,train
anime256,137441,validation
anime256,137445,train
anime256,137446,train
anime256,137448,train
anime256,13745,validation
anime256,137452,train
anime256,137457,train
anime256,137458,train
anime256,13746,train
anime256,137461,test
anime256,137468,test
anime256,13749,train
anime256,13750,train
anime256,137509,train
anime256,13753,test
anime256,137560,train
anime256,137591,test
anime256,137594,train
anime256,13761,train
anime256,13762,train
anime256,13779,train
anime256,13784,train
anime256,13796,train
anime256,138,test
anime256,13801,test
anime256,13806,train
anime256,13809,train
anime256,13813,validation
anime256,13814,train
anime256,13821,train
anime256,13838,train
anime256,13843,train
anime256,13844,test
anime256,13849,train
anime256,13852,train
anime256,13853,train
anime256,13854,train
anime256,13859,train
anime256,13860,train
anime256,13861,test
anime256,13862,train
anime256,13866,train
anime256,13867,validation
anime256,13874,train
anime256,13883,train
anime256,13884,train
anime256,13885,train
anime256,13895,train
anime256,13898,train
anime256,139,train
anime256,13900,train
anime256,13909,test
anime256,13919,test
anime256,13932,train
anime256,13938,train
anime256,13939,train
anime256,13942,test
anime256,13943,train
anime256,13944,train
anime256,13946,train
anime256,13951,train
anime256,13956,train
anime256,13958,train
anime256,13965,validation
